Ensembl_gene	Cancer_type	Gene_name	Driver in the same cancer	Driver in other cancer	Prognostic in the same cancer	Prognostic in other cancer	freq
ENSG00000100650	TCGA-LUSC	SRSF5	0	0	0	0	7
ENSG00000106591	TCGA-LUAD	MRPL32	0	0	0	0	7
ENSG00000196968	TCGA-LUAD	FUT11	0	0	0	0	7
ENSG00000263620	TCGA-PCPG	RP11-599B13.6	0	0	0	0	7
ENSG00000165792	TCGA-PRAD	METTL17	0	0	0	0	7
ENSG00000174175	TCGA-KIRP	SELP	0	0	0	0	7
ENSG00000182968	TCGA-LAML	SOX1	0	0	0	0	7
ENSG00000102575	TCGA-BRCA	ACP5	0	0	0	0	7
ENSG00000110900	TCGA-CESC	TSPAN11	0	0	0	0	7
ENSG00000213213	TCGA-CESC	CCDC183	0	0	0	0	7
ENSG00000196611	TCGA-STAD	MMP1	0	0	0	0	7
ENSG00000106809	TCGA-CESC	OGN	0	0	0	0	7
ENSG00000226023	TCGA-KIRP	CT47A6	0	0	0	0	7
ENSG00000071051	TCGA-PCPG	NCK2	0	0	0	0	7
ENSG00000137876	TCGA-LUSC	RSL24D1	0	0	0	0	7
ENSG00000174982	TCGA-UCEC	OR4S2	0	0	0	0	7
ENSG00000162004	TCGA-STAD	CCDC78	0	0	0	0	7
ENSG00000151239	TCGA-PCPG	TWF1	0	0	0	0	7
ENSG00000018189	TCGA-OV	RUFY3	0	0	0	0	7
ENSG00000108424	TCGA-STAD	KPNB1	0	0	0	0	7
ENSG00000140459	TCGA-OV	CYP11A1	0	0	0	0	7
ENSG00000165506	TCGA-UCEC	DNAAF2	0	0	0	0	7
ENSG00000115282	TCGA-BRCA	TTC31	0	0	0	0	7
ENSG00000106069	TCGA-BRCA	CHN2	0	0	0	0	7
ENSG00000171574	TCGA-OV	ZNF584	0	0	0	0	7
ENSG00000139438	TCGA-LUAD	FAM222A	0	0	0	0	7
ENSG00000108256	TCGA-STAD	NUFIP2	0	0	0	0	7
ENSG00000005206	TCGA-LUAD	SPPL2B	0	0	0	0	7
ENSG00000117139	TCGA-OV	KDM5B	0	0	0	0	7
ENSG00000007520	TCGA-BRCA	TSR3	0	0	0	0	7
ENSG00000144962	TCGA-LUAD	SPATA16	0	0	0	0	7
ENSG00000163462	TCGA-PAAD	TRIM46	0	0	0	0	7
ENSG00000104765	TCGA-BRCA	BNIP3L	0	0	0	0	7
ENSG00000116785	TCGA-LUAD	CFHR3	0	0	0	0	7
ENSG00000164961	TCGA-BRCA	KIAA0196	0	0	0	0	7
ENSG00000183798	TCGA-LUSC	EMILIN3	0	0	0	0	7
ENSG00000102908	TCGA-PRAD	NFAT5	0	0	0	0	7
ENSG00000162869	TCGA-LUAD	PPP1R21	0	0	0	0	7
ENSG00000122515	TCGA-BRCA	ZMIZ2	0	0	0	0	7
ENSG00000165006	TCGA-KICH	UBAP1	0	0	0	0	7
ENSG00000163466	TCGA-STAD	ARPC2	0	0	0	0	7
ENSG00000165046	TCGA-LUAD	LETM2	0	0	0	0	7
ENSG00000166166	TCGA-UCEC	TRMT61A	0	0	0	0	7
ENSG00000186474	TCGA-LUAD	KLK12	0	0	0	0	7
ENSG00000125735	TCGA-GBM	TNFSF14	0	0	0	0	7
ENSG00000135899	TCGA-BRCA	SP110	0	0	0	0	7
ENSG00000198742	TCGA-COAD	SMURF1	0	0	0	0	7
ENSG00000088888	TCGA-PAAD	MAVS	0	0	0	0	7
ENSG00000177663	TCGA-STAD	IL17RA	0	0	0	0	7
ENSG00000171124	TCGA-BRCA	FUT3	0	0	0	0	7
ENSG00000156873	TCGA-LGG	PHKG2	0	0	0	0	7
ENSG00000101193	TCGA-COAD	GID8	0	0	0	0	7
ENSG00000167654	TCGA-STAD	ATCAY	0	0	0	0	7
ENSG00000174083	TCGA-STAD	PIK3R6	0	0	0	0	7
ENSG00000174173	TCGA-BRCA	TRMT10C	0	0	0	0	7
ENSG00000134001	TCGA-LGG	EIF2S1	0	0	0	0	7
ENSG00000138813	TCGA-LGG	C4orf17	0	0	0	0	7
ENSG00000108961	TCGA-LUAD	RANGRF	0	0	0	0	7
ENSG00000096746	TCGA-STAD	HNRNPH3	0	0	0	0	7
ENSG00000148396	TCGA-BRCA	SEC16A	0	0	0	0	7
ENSG00000008394	TCGA-LUSC	MGST1	0	0	0	0	7
ENSG00000105737	TCGA-BRCA	GRIK5	0	0	0	0	7
ENSG00000184515	TCGA-UCS	BEX5	0	0	0	0	7
ENSG00000131263	TCGA-MESO	RLIM	0	0	0	0	7
ENSG00000145384	TCGA-LUSC	FABP2	0	0	0	0	7
ENSG00000168389	TCGA-STAD	MFSD2A	0	0	0	0	7
ENSG00000123562	TCGA-LGG	MORF4L2	0	0	0	0	7
ENSG00000110958	TCGA-OV	PTGES3	0	0	0	0	7
ENSG00000152439	TCGA-KIRP	ZNF773	0	0	0	0	7
ENSG00000121335	TCGA-CESC	PRB2	0	0	0	0	7
ENSG00000107581	TCGA-PRAD	EIF3A	0	0	0	0	7
ENSG00000013441	TCGA-BRCA	CLK1	0	0	0	0	7
ENSG00000181958	TCGA-STAD	OR4A15	0	0	0	0	7
ENSG00000142173	TCGA-SKCM	COL6A2	0	0	0	0	7
ENSG00000126453	TCGA-SKCM	BCL2L12	1	0	0	0	7
ENSG00000135269	TCGA-PRAD	TES	0	0	0	0	7
ENSG00000168646	TCGA-LIHC	AXIN2	1	0	0	0	7
ENSG00000112200	TCGA-BRCA	ZNF451	0	0	0	0	7
ENSG00000105429	TCGA-SKCM	MEGF8	0	0	0	0	7
ENSG00000105185	TCGA-BRCA	PDCD5	0	0	0	0	7
ENSG00000184524	TCGA-CESC	CEND1	0	0	0	0	7
ENSG00000241186	TCGA-BRCA	TDGF1	0	0	0	0	7
ENSG00000204701	TCGA-OV	OR2J3	0	0	0	0	7
ENSG00000158815	TCGA-OV	FGF17	0	0	0	0	7
ENSG00000212710	TCGA-PCPG	CTAGE1	0	0	0	0	7
ENSG00000165675	TCGA-TGCT	ENOX2	0	0	0	0	7
ENSG00000112584	TCGA-LUAD	FAM120B	0	0	0	0	7
ENSG00000136840	TCGA-KIRP	ST6GALNAC4	0	0	0	0	7
ENSG00000173876	TCGA-GBM	TUBB8	0	0	0	0	7
ENSG00000135409	TCGA-THCA	AMHR2	0	0	0	0	7
ENSG00000178645	TCGA-PCPG	C10orf53	0	0	0	0	7
ENSG00000151790	TCGA-SKCM	TDO2	0	0	0	0	7
ENSG00000212123	TCGA-CESC	PRR22	0	0	0	0	7
ENSG00000082781	TCGA-BRCA	ITGB5	0	0	0	0	7
ENSG00000167775	TCGA-LIHC	CD320	0	0	0	0	7
ENSG00000167863	TCGA-KIRP	ATP5H	0	0	0	0	7
ENSG00000112697	TCGA-PRAD	TMEM30A	0	0	0	0	7
ENSG00000168028	TCGA-KIRP	RPSA	0	0	0	0	7
ENSG00000214274	TCGA-BRCA	ANG	0	0	0	0	7
ENSG00000167914	TCGA-OV	GSDMA	0	0	0	0	7
ENSG00000113194	TCGA-LIHC	FAF2	0	0	0	0	7
ENSG00000167632	TCGA-BRCA	TRAPPC9	0	0	0	0	7
ENSG00000062194	TCGA-OV	GPBP1	0	0	0	0	7
ENSG00000152034	TCGA-THCA	MCHR2	0	0	0	0	7
ENSG00000197183	TCGA-SKCM	C20orf112	0	0	0	0	6
ENSG00000254901	TCGA-OV	MEF2BNB	0	0	0	0	6
ENSG00000122729	TCGA-LUAD	ACO1	0	0	0	0	6
ENSG00000171714	TCGA-LUAD	ANO5	0	0	0	0	6
ENSG00000164610	TCGA-SKCM	RP9	0	0	0	0	6
ENSG00000169021	TCGA-OV	UQCRFS1	0	0	0	0	6
ENSG00000205097	TCGA-SKCM	FRG2	0	0	0	0	6
ENSG00000145050	TCGA-STAD	MANF	0	0	0	0	6
ENSG00000076258	TCGA-LUAD	FMO4	0	0	0	0	6
ENSG00000099998	TCGA-OV	GGT5	0	0	0	0	6
ENSG00000137460	TCGA-STAD	FHDC1	0	0	0	0	6
ENSG00000172350	TCGA-STAD	ABCG4	0	0	0	0	6
ENSG00000172531	TCGA-LUAD	PPP1CA	0	0	0	0	6
ENSG00000137776	TCGA-SKCM	SLTM	0	0	0	0	6
ENSG00000122870	TCGA-STAD	BICC1	0	0	0	0	6
ENSG00000174640	TCGA-READ	SLCO2A1	0	0	0	0	6
ENSG00000124107	TCGA-STAD	SLPI	0	0	0	0	6
ENSG00000174358	TCGA-PRAD	SLC6A19	0	0	0	0	6
ENSG00000111670	TCGA-LUAD	GNPTAB	0	0	0	0	6
ENSG00000154227	TCGA-READ	CERS3	0	0	0	0	6
ENSG00000257315	TCGA-SKCM	ZBED6	0	0	0	0	6
ENSG00000169857	TCGA-STAD	AVEN	0	0	0	0	6
ENSG00000204179	TCGA-LAML	PTPN20A	0	0	0	0	6
ENSG00000141956	TCGA-STAD	PRDM15	0	0	0	0	6
ENSG00000126391	TCGA-LUAD	FRMD8	0	0	0	0	6
ENSG00000178537	TCGA-LUAD	SLC25A20	0	0	0	0	6
ENSG00000099290	TCGA-STAD	FAM21A	0	0	0	0	6
ENSG00000105499	TCGA-SKCM	PLA2G4C	0	0	0	0	6
ENSG00000131482	TCGA-PRAD	G6PC	0	0	0	0	6
ENSG00000170743	TCGA-LUAD	SYT9	0	0	0	0	6
ENSG00000146592	TCGA-READ	CREB5	0	0	0	0	6
ENSG00000188710	TCGA-STAD	QRFP	0	0	0	0	6
ENSG00000118972	TCGA-SKCM	FGF23	0	0	0	0	6
ENSG00000178150	TCGA-LUAD	ZNF114	0	0	0	0	6
ENSG00000170889	TCGA-READ	RPS9	0	0	0	0	6
ENSG00000198250	TCGA-LUAD	ANTXRL	0	0	0	0	6
ENSG00000243244	TCGA-STAD	STON1	0	0	0	0	6
ENSG00000090339	TCGA-STAD	ICAM1	0	0	0	0	6
ENSG00000123843	TCGA-READ	C4BPB	0	0	0	0	6
ENSG00000158050	TCGA-STAD	DUSP2	0	0	0	0	6
ENSG00000077274	TCGA-OV	CAPN6	0	0	0	0	6
ENSG00000171314	TCGA-OV	PGAM1	0	0	0	0	6
ENSG00000166012	TCGA-THYM	TAF1D	0	0	0	0	6
ENSG00000196218	TCGA-OV	RYR1	0	0	0	0	6
ENSG00000168066	TCGA-PCPG	SF1	0	0	0	0	6
ENSG00000197785	TCGA-LIHC	ATAD3A	0	0	0	0	6
ENSG00000115204	TCGA-THYM	MPV17	0	0	0	0	6
ENSG00000113328	TCGA-LIHC	CCNG1	0	0	0	0	6
ENSG00000182083	TCGA-THYM	OR6B2	0	0	0	0	6
ENSG00000172457	TCGA-OV	OR9G4	0	0	0	0	6
ENSG00000215193	TCGA-LUSC	PEX26	0	0	0	0	6
ENSG00000081870	TCGA-THYM	HSPB11	0	0	0	0	6
ENSG00000198554	TCGA-THYM	WDHD1	0	0	0	0	6
ENSG00000240891	TCGA-LIHC	PLCXD2	0	0	0	0	6
ENSG00000114120	TCGA-PCPG	SLC25A36	0	0	0	0	6
ENSG00000134830	TCGA-READ	C5AR2	0	0	0	0	6
ENSG00000116981	TCGA-THYM	NT5C1A	0	0	0	0	6
ENSG00000131469	TCGA-PRAD	RPL27	0	0	0	0	6
ENSG00000075303	TCGA-PRAD	SLC25A40	0	0	0	0	6
ENSG00000005513	TCGA-LUSC	SOX8	0	0	0	0	6
ENSG00000129757	TCGA-BRCA	CDKN1C	0	0	0	0	6
ENSG00000133606	TCGA-OV	MKRN1	0	0	0	0	6
ENSG00000154479	TCGA-THYM	CCDC173	0	0	0	0	6
ENSG00000164708	TCGA-LUSC	PGAM2	0	0	0	0	6
ENSG00000100926	TCGA-OV	TM9SF1	0	0	0	0	6
ENSG00000243896	TCGA-THCA	OR2A7	0	0	0	0	6
ENSG00000067057	TCGA-THCA	PFKP	0	0	0	0	6
ENSG00000131153	TCGA-BRCA	GINS2	0	0	0	0	6
ENSG00000124006	TCGA-LIHC	OBSL1	0	0	0	0	6
ENSG00000013619	TCGA-UCEC	MAMLD1	0	0	0	0	6
ENSG00000123219	TCGA-PRAD	CENPK	0	0	0	0	6
ENSG00000145293	TCGA-LUSC	ENOPH1	0	0	0	0	6
ENSG00000171033	TCGA-PCPG	PKIA	0	0	0	0	6
ENSG00000198624	TCGA-UCEC	CCDC69	0	0	0	0	6
ENSG00000135521	TCGA-LIHC	LTV1	0	0	0	0	6
ENSG00000167978	TCGA-PCPG	SRRM2	0	0	0	0	6
ENSG00000136866	TCGA-LUSC	ZFP37	0	0	0	0	6
ENSG00000162591	TCGA-LIHC	MEGF6	0	0	0	0	6
ENSG00000116857	TCGA-UCEC	TMEM9	0	0	0	0	6
ENSG00000095321	TCGA-LUSC	CRAT	0	0	0	0	6
ENSG00000109270	TCGA-LUSC	LAMTOR3	0	0	0	0	6
ENSG00000110696	TCGA-UCEC	C11orf58	0	0	0	0	6
ENSG00000131462	TCGA-UCEC	TUBG1	0	0	0	0	6
ENSG00000162290	TCGA-LUSC	DCP1A	0	0	0	0	6
ENSG00000213930	TCGA-LUSC	GALT	0	0	0	0	6
ENSG00000102996	TCGA-UCEC	MMP15	0	0	0	0	6
ENSG00000149633	TCGA-OV	KIAA1755	0	0	0	0	6
ENSG00000138794	TCGA-PRAD	CASP6	0	0	0	0	6
ENSG00000197070	TCGA-PRAD	ARRDC1	0	0	0	0	6
ENSG00000184916	TCGA-LUSC	JAG2	0	0	0	0	6
ENSG00000214253	TCGA-PRAD	FIS1	0	0	0	0	6
ENSG00000165555	TCGA-OV	NOXRED1	0	0	0	0	6
ENSG00000186732	TCGA-PRAD	MPPED1	0	0	0	0	6
ENSG00000006451	TCGA-LUSC	RALA	0	0	0	0	6
ENSG00000110066	TCGA-READ	SUV420H1	0	0	0	0	6
ENSG00000061918	TCGA-LUSC	GUCY1B3	0	0	0	0	6
ENSG00000099337	TCGA-SKCM	KCNK6	0	0	0	0	6
ENSG00000258986	TCGA-PAAD	TMEM179	0	0	0	0	6
ENSG00000197555	TCGA-READ	SIPA1L1	0	0	0	0	6
ENSG00000067208	TCGA-SKCM	EVI5	0	0	0	0	6
ENSG00000187037	TCGA-UCEC	GPR141	0	0	0	0	6
ENSG00000122678	TCGA-SKCM	POLM	0	0	0	0	6
ENSG00000188739	TCGA-COAD	RBM34	0	0	0	0	6
ENSG00000171860	TCGA-SKCM	C3AR1	0	0	0	0	6
ENSG00000174576	TCGA-TGCT	NPAS4	0	0	0	0	6
ENSG00000127074	TCGA-SKCM	RGS13	0	0	0	0	6
ENSG00000110245	TCGA-TGCT	APOC3	0	0	0	0	6
ENSG00000125484	TCGA-PAAD	GTF3C4	0	0	0	0	6
ENSG00000128340	TCGA-PAAD	RAC2	0	0	0	0	6
ENSG00000165458	TCGA-SKCM	INPPL1	0	0	0	0	6
ENSG00000124813	TCGA-UCEC	RUNX2	0	0	0	0	6
ENSG00000163486	TCGA-SKCM	SRGAP2	0	0	0	0	6
ENSG00000155093	TCGA-SKCM	PTPRN2	0	0	0	0	6
ENSG00000127946	TCGA-UCS	HIP1	1	1	0	0	6
ENSG00000075043	TCGA-READ	KCNQ2	0	0	0	0	6
ENSG00000102021	TCGA-READ	LUZP4	0	0	0	0	6
ENSG00000137462	TCGA-SKCM	TLR2	0	0	0	0	6
ENSG00000148219	TCGA-LIHC	ASTN2	0	0	0	0	6
ENSG00000147854	TCGA-LIHC	UHRF2	0	0	0	0	6
ENSG00000173992	TCGA-LIHC	CCS	0	0	0	0	6
ENSG00000118434	TCGA-PAAD	SPACA1	0	0	0	0	6
ENSG00000198862	TCGA-SKCM	LTN1	0	0	0	0	6
ENSG00000172493	TCGA-SKCM	AFF1	1	0	0	0	6
ENSG00000121152	TCGA-SKCM	NCAPH	0	0	0	0	6
ENSG00000170677	TCGA-UCEC	SOCS6	0	0	0	0	6
ENSG00000196787	TCGA-PAAD	HIST1H2AG	0	0	0	0	6
ENSG00000146250	TCGA-LUSC	PRSS35	0	0	0	0	6
ENSG00000108294	TCGA-PCPG	PSMB3	0	0	0	0	6
ENSG00000005022	TCGA-TGCT	SLC25A5	0	0	0	0	6
ENSG00000213347	TCGA-UCEC	MXD3	0	0	0	0	6
ENSG00000221978	TCGA-TGCT	CCNL2	0	0	0	0	6
ENSG00000176490	TCGA-UCEC	DIRAS1	0	0	0	0	6
ENSG00000186448	TCGA-UCEC	ZNF197	0	0	0	0	6
ENSG00000113555	TCGA-UCEC	PCDH12	0	0	0	0	6
ENSG00000196284	TCGA-READ	SUPT3H	0	0	0	0	6
ENSG00000125970	TCGA-READ	RALY	0	0	0	0	6
ENSG00000183684	TCGA-STAD	ALYREF	0	0	0	0	6
ENSG00000187531	TCGA-UCEC	SIRT7	0	0	0	0	6
ENSG00000196683	TCGA-READ	TOMM7	0	0	0	0	6
ENSG00000054967	TCGA-MESO	RELT	0	0	0	0	6
ENSG00000185681	TCGA-LIHC	MORN5	0	0	0	0	6
ENSG00000235249	TCGA-STAD	OR4F29	0	0	0	0	6
ENSG00000152061	TCGA-READ	RABGAP1L	0	0	0	0	6
ENSG00000152242	TCGA-THYM	C18orf25	0	0	0	0	6
ENSG00000078579	TCGA-STAD	FGF20	0	0	0	0	6
ENSG00000131100	TCGA-SARC	ATP6V1E1	0	0	0	0	6
ENSG00000226784	TCGA-PAAD	PGAM4	0	0	0	0	6
ENSG00000100567	TCGA-LIHC	PSMA3	0	0	0	0	6
ENSG00000164989	TCGA-STAD	CCDC171	0	0	0	0	6
ENSG00000181481	TCGA-LIHC	RNF135	0	0	0	0	6
ENSG00000163806	TCGA-PRAD	SPDYA	0	0	0	0	6
ENSG00000198691	TCGA-LUSC	ABCA4	0	0	0	0	6
ENSG00000147174	TCGA-PCPG	ACRC	0	0	0	0	6
ENSG00000197487	TCGA-ESCA	GALP	0	0	0	0	6
ENSG00000184588	TCGA-LUSC	PDE4B	0	0	0	0	6
ENSG00000104154	TCGA-LUSC	SLC30A4	0	0	0	0	6
ENSG00000107147	TCGA-LIHC	KCNT1	0	0	0	0	6
ENSG00000115020	TCGA-ESCA	PIKFYVE	0	0	0	0	6
ENSG00000129467	TCGA-ESCA	ADCY4	0	0	0	0	6
ENSG00000072501	TCGA-LAML	SMC1A	1	0	0	0	6
ENSG00000128694	TCGA-OV	OSGEPL1	0	0	0	0	6
ENSG00000105948	TCGA-PRAD	TTC26	0	0	0	0	6
ENSG00000265817	TCGA-COAD	FSBP	0	0	0	0	6
ENSG00000162430	TCGA-PRAD	SEPN1	0	0	0	0	6
ENSG00000136997	TCGA-LAML	MYC	1	1	0	1	6
ENSG00000065268	TCGA-LUSC	WDR18	0	0	0	0	6
ENSG00000100422	TCGA-LAML	CERK	0	0	0	0	6
ENSG00000267060	TCGA-PRAD	PTGES3L	0	0	0	0	6
ENSG00000100450	TCGA-PRAD	GZMH	0	0	0	0	6
ENSG00000050438	TCGA-OV	SLC4A8	0	0	0	0	6
ENSG00000125848	TCGA-LUSC	FLRT3	0	0	0	0	6
ENSG00000136750	TCGA-LAML	GAD2	0	0	0	0	6
ENSG00000171817	TCGA-PCPG	ZNF540	0	0	0	0	6
ENSG00000124374	TCGA-COAD	PAIP2B	0	0	0	0	6
ENSG00000142233	TCGA-LUSC	NTN5	0	0	0	0	6
ENSG00000097096	TCGA-OV	SYDE2	0	0	0	0	6
ENSG00000197442	TCGA-OV	MAP3K5	0	0	0	0	6
ENSG00000229809	TCGA-ESCA	ZNF688	0	0	0	0	6
ENSG00000102606	TCGA-LUSC	ARHGEF7	0	0	0	0	6
ENSG00000075651	TCGA-LUSC	PLD1	0	0	0	0	6
ENSG00000123609	TCGA-ESCA	NMI	0	0	0	0	6
ENSG00000186376	TCGA-OV	ZNF75D	0	0	0	0	6
ENSG00000163959	TCGA-OV	SLC51A	0	0	0	0	6
ENSG00000143384	TCGA-LUAD	MCL1	0	0	0	0	6
ENSG00000101384	TCGA-LUAD	JAG1	0	0	0	0	6
ENSG00000166173	TCGA-PAAD	LARP6	0	0	0	0	6
ENSG00000155254	TCGA-ESCA	MARVELD1	0	0	0	0	6
ENSG00000121716	TCGA-PRAD	PILRB	0	0	0	0	6
ENSG00000153250	TCGA-PRAD	RBMS1	0	0	0	0	6
ENSG00000091262	TCGA-ESCA	ABCC6	0	0	0	0	6
ENSG00000196081	TCGA-ESCA	ZNF724P	0	0	0	0	6
ENSG00000019549	TCGA-PRAD	SNAI2	0	0	0	0	6
ENSG00000166603	TCGA-PRAD	MC4R	0	0	0	0	6
ENSG00000183778	TCGA-PRAD	B3GALT5	0	0	0	0	6
ENSG00000182492	TCGA-ESCA	BGN	0	0	0	0	6
ENSG00000100220	TCGA-UVM	RTCB	0	0	0	0	6
ENSG00000134453	TCGA-LAML	RBM17	0	0	0	0	6
ENSG00000182013	TCGA-OV	PNMAL1	0	0	0	0	6
ENSG00000108861	TCGA-PRAD	DUSP3	0	0	0	0	6
ENSG00000148297	TCGA-PAAD	MED22	0	0	0	0	6
ENSG00000153107	TCGA-ESCA	ANAPC1	0	0	0	0	6
ENSG00000176986	TCGA-LUSC	SEC24C	0	0	0	0	6
ENSG00000182973	TCGA-PRAD	CNOT10	0	0	0	0	6
ENSG00000174886	TCGA-LUSC	NDUFA11	0	0	0	0	6
ENSG00000156219	TCGA-PCPG	ART3	0	0	0	0	6
ENSG00000042493	TCGA-LUSC	CAPG	0	0	0	0	6
ENSG00000184345	TCGA-OV	IQCF2	0	0	0	0	6
ENSG00000106003	TCGA-PCPG	LFNG	0	0	0	0	6
ENSG00000221836	TCGA-LUSC	OR2A5	0	0	0	0	6
ENSG00000103591	TCGA-LUSC	AAGAB	0	0	0	0	6
ENSG00000180090	TCGA-LUSC	OR3A1	0	0	0	0	6
ENSG00000128802	TCGA-CHOL	GDF2	0	0	0	0	6
ENSG00000149557	TCGA-PCPG	FEZ1	0	0	0	0	6
ENSG00000272772	TCGA-LUSC	CTD-2410N18.5	0	0	0	0	6
ENSG00000132749	TCGA-PRAD	MTL5	0	0	0	0	6
ENSG00000233136	TCGA-LUAD	USP17L11	0	0	0	0	6
ENSG00000162191	TCGA-PCPG	UBXN1	0	0	0	0	6
ENSG00000086102	TCGA-CESC	NFX1	0	0	0	0	6
ENSG00000162592	TCGA-LUSC	CCDC27	0	0	0	0	6
ENSG00000129083	TCGA-CESC	COPB1	0	0	0	0	6
ENSG00000083312	TCGA-LUSC	TNPO1	0	0	0	0	6
ENSG00000115652	TCGA-CESC	UXS1	0	0	0	0	6
ENSG00000166592	TCGA-OV	RRAD	0	0	0	0	6
ENSG00000173653	TCGA-PCPG	RCE1	0	0	0	0	6
ENSG00000134287	TCGA-LUSC	ARF3	0	0	0	0	6
ENSG00000110042	TCGA-OV	DTX4	0	0	0	0	6
ENSG00000136925	TCGA-OV	TSTD2	0	0	0	0	6
ENSG00000160685	TCGA-UCS	ZBTB7B	1	0	0	0	6
ENSG00000053918	TCGA-PCPG	KCNQ1	0	0	0	0	6
ENSG00000127903	TCGA-LUSC	ZNF835	0	0	0	0	6
ENSG00000196878	TCGA-UCEC	LAMB3	0	0	0	0	6
ENSG00000130021	TCGA-LUSC	HDHD1	0	0	0	0	6
ENSG00000162552	TCGA-COAD	WNT4	0	0	0	0	6
ENSG00000197857	TCGA-LUSC	ZNF44	0	0	0	0	6
ENSG00000162408	TCGA-LUSC	NOL9	0	0	0	0	6
ENSG00000088826	TCGA-LUSC	SMOX	0	0	0	0	6
ENSG00000111981	TCGA-LUSC	ULBP1	0	0	0	0	6
ENSG00000055483	TCGA-LUSC	USP36	0	0	0	0	6
ENSG00000171988	TCGA-PCPG	JMJD1C	0	0	0	0	6
ENSG00000154269	TCGA-LUSC	ENPP3	0	0	0	0	6
ENSG00000170561	TCGA-LUSC	IRX2	0	0	0	0	6
ENSG00000160785	TCGA-LUSC	SLC25A44	0	0	0	0	6
ENSG00000197619	TCGA-LUSC	ZNF615	0	0	0	0	6
ENSG00000156427	TCGA-COAD	FGF18	0	0	0	0	6
ENSG00000168634	TCGA-PCPG	WFDC13	0	0	0	0	6
ENSG00000182851	TCGA-LUSC	GPIHBP1	0	0	0	0	6
ENSG00000184675	TCGA-COAD	AMER1	1	1	0	0	6
ENSG00000166855	TCGA-LUSC	CLPX	0	0	0	0	6
ENSG00000157456	TCGA-OV	CCNB2	0	0	0	0	6
ENSG00000176253	TCGA-OV	OR4K13	0	0	0	0	6
ENSG00000114416	TCGA-LUSC	FXR1	0	0	0	0	6
ENSG00000117222	TCGA-OV	RBBP5	0	0	0	0	6
ENSG00000171729	TCGA-LUSC	TMEM51	0	0	0	0	6
ENSG00000048028	TCGA-COAD	USP28	0	0	0	0	6
ENSG00000161813	TCGA-LUSC	LARP4	0	0	0	0	6
ENSG00000232810	TCGA-PCPG	TNF	0	0	0	0	6
ENSG00000105576	TCGA-OV	TNPO2	0	0	0	0	6
ENSG00000056291	TCGA-LUSC	NPFFR2	0	0	0	0	6
ENSG00000170075	TCGA-STAD	GPR37L1	0	0	0	0	6
ENSG00000198712	TCGA-KIRC	MT-CO2	0	0	0	0	6
ENSG00000175567	TCGA-DLBC	UCP2	0	0	0	0	6
ENSG00000132740	TCGA-DLBC	IGHMBP2	0	0	0	0	6
ENSG00000171604	TCGA-DLBC	CXXC5	0	0	0	0	6
ENSG00000189058	TCGA-HNSC	APOD	0	0	0	0	6
ENSG00000135018	TCGA-BRCA	UBQLN1	0	0	0	0	6
ENSG00000183155	TCGA-SKCM	RABIF	0	0	0	0	6
ENSG00000205923	TCGA-LGG	CEMP1	0	0	0	0	6
ENSG00000198856	TCGA-LGG	OSTC	0	0	0	0	6
ENSG00000124194	TCGA-DLBC	GDAP1L1	0	0	0	0	6
ENSG00000063245	TCGA-HNSC	EPN1	0	0	0	0	6
ENSG00000176393	TCGA-DLBC	RNPEP	0	0	0	0	6
ENSG00000172487	TCGA-BRCA	OR8J1	0	0	0	0	6
ENSG00000070010	TCGA-KIRC	UFD1L	0	0	0	0	6
ENSG00000135446	TCGA-SKCM	CDK4	1	0	0	0	6
ENSG00000169919	TCGA-KIRC	GUSB	0	0	0	0	6
ENSG00000136457	TCGA-KIRC	CHAD	0	0	0	0	6
ENSG00000144028	TCGA-DLBC	SNRNP200	0	0	0	0	6
ENSG00000058335	TCGA-BRCA	RASGRF1	0	0	0	0	6
ENSG00000187391	TCGA-KIRC	MAGI2	0	0	0	0	6
ENSG00000100294	TCGA-DLBC	MCAT	0	0	0	0	6
ENSG00000136051	TCGA-DLBC	KIAA1033	0	0	0	0	6
ENSG00000106049	TCGA-HNSC	HIBADH	0	0	0	0	6
ENSG00000115761	TCGA-KIRC	NOL10	0	0	0	0	6
ENSG00000188779	TCGA-GBM	SKOR1	0	0	0	0	6
ENSG00000113763	TCGA-COAD	UNC5A	0	0	0	0	6
ENSG00000138688	TCGA-LGG	KIAA1109	0	0	0	0	6
ENSG00000160867	TCGA-GBM	FGFR4	1	0	0	0	6
ENSG00000130475	TCGA-LGG	FCHO1	0	0	0	0	6
ENSG00000122741	TCGA-CESC	DCAF10	0	0	0	0	6
ENSG00000107669	TCGA-CESC	ATE1	0	0	0	0	6
ENSG00000133055	TCGA-GBM	MYBPH	0	0	0	0	6
ENSG00000120937	TCGA-SKCM	NPPB	0	0	0	0	6
ENSG00000141349	TCGA-OV	G6PC3	0	0	0	0	6
ENSG00000149577	TCGA-SKCM	SIDT2	0	0	0	0	6
ENSG00000043462	TCGA-SKCM	LCP2	0	0	0	0	6
ENSG00000188921	TCGA-HNSC	PTPLAD2	0	0	0	0	6
ENSG00000198939	TCGA-CHOL	ZFP2	0	0	0	0	6
ENSG00000062582	TCGA-CHOL	MRPS24	0	0	0	0	6
ENSG00000105793	TCGA-CHOL	GTPBP10	0	0	0	0	6
ENSG00000178187	TCGA-CHOL	ZNF454	0	0	0	0	6
