Ensembl_gene	Cancer_type	Gene_name	Driver in the same cancer	Driver in other cancer	Prognostic in the same cancer	Prognostic in other cancer	count
ENSG00000153563	TCGA-BRCA	WDR13	0	0	0	0	8
ENSG00000113303	TCGA-BRCA	ASCC3	0	0	0	0	8
ENSG00000033867	TCGA-BRCA	DCAF13	0	0	0	0	8
ENSG00000188522	TCGA-BRCA	OR6C1	0	0	0	0	8
ENSG00000100249	TCGA-BRCA	PRR23A	0	0	0	0	8
ENSG00000124557	TCGA-BRCA	E2F6	0	0	0	0	8
ENSG00000128833	TCGA-BRCA	ENGASE	0	0	0	0	8
ENSG00000197837	TCGA-BRCA	DYRK2	0	0	0	0	8
ENSG00000181092	TCGA-BRCA	HMGCL	0	0	0	0	8
ENSG00000066739	TCGA-BRCA	LPAR6	0	0	0	0	8
ENSG00000118518	TCGA-BRCA	HLA-DQA1	0	0	0	0	8
ENSG00000273706	TCGA-BRCA	GMPPA	0	0	0	0	8
ENSG00000132718	TCGA-LUAD	DDX42	0	0	0	0	8
ENSG00000102886	TCGA-LUAD	NLRP3	0	0	0	0	8
ENSG00000197275	TCGA-BRCA	SPTBN2	0	0	0	0	8
ENSG00000112414	TCGA-BRCA	USP33	0	0	0	0	8
ENSG00000111670	TCGA-STAD	ZNF627	0	0	0	0	8
ENSG00000158156	TCGA-LUAD	RCAN3	0	0	0	0	8
ENSG00000169239	TCGA-STAD	LIPG	0	0	0	0	8
ENSG00000115289	TCGA-STAD	FBXL5	0	0	0	0	8
ENSG00000187715	TCGA-BRCA	HOXA6	0	0	0	0	8
ENSG00000138738	TCGA-BRCA	ZNF467	0	0	0	0	8
ENSG00000165323	TCGA-PRAD	FAT3	1	1	0	0	8
ENSG00000187134	TCGA-BRCA	PTPN23	0	0	0	0	8
ENSG00000112096	TCGA-BRCA	CCNF	0	0	0	0	8
ENSG00000196391	TCGA-BRCA	ZC3H3	0	0	0	0	8
ENSG00000135838	TCGA-BRCA	ALDH4A1	0	0	0	0	8
ENSG00000147883	TCGA-BRCA	YPEL4	0	0	0	0	8
ENSG00000168454	TCGA-BRCA	BOLA2	0	0	0	0	8
ENSG00000182472	TCGA-BRCA	CGN	0	0	0	0	8
ENSG00000170915	TCGA-BRCA	SIM1	0	0	0	0	8
ENSG00000183921	TCGA-LIHC	TBL2	0	0	0	0	8
ENSG00000141510	TCGA-LIHC	TP53	1	1	0	1	8
ENSG00000163631	TCGA-LIHC	ALB	1	0	0	0	8
ENSG00000110492	TCGA-LIHC	RFPL4B	0	0	0	0	8
ENSG00000196498	TCGA-LIHC	NCOR2	1	1	0	0	8
ENSG00000133703	TCGA-LIHC	KRAS	1	1	0	1	8
ENSG00000139687	TCGA-LIHC	RB1	1	1	0	1	8
ENSG00000116251	TCGA-LIHC	RPL22	1	0	0	0	8
ENSG00000277972	TCGA-STAD	CNNM3	0	0	0	0	8
ENSG00000170128	TCGA-BRCA	TMC3	0	0	0	0	8
ENSG00000271092	TCGA-STAD	OR10A2	0	0	0	0	8
ENSG00000164088	TCGA-LUAD	PGAP1	0	0	0	0	8
ENSG00000134453	TCGA-PRAD	BRAT1	0	0	0	0	8
ENSG00000196159	TCGA-PRAD	FAT4	1	1	0	0	8
ENSG00000157764	TCGA-PRAD	BRAF	1	1	0	1	8
ENSG00000099260	TCGA-PRAD	RNF113B	0	0	0	0	8
ENSG00000167699	TCGA-PRAD	SERPINA4	0	0	0	0	8
ENSG00000155719	TCGA-LUAD	PAGE4	0	0	0	0	8
ENSG00000095383	TCGA-PRAD	GLUD2	0	0	0	0	8
ENSG00000148297	TCGA-LUAD	CDHR5	0	0	0	0	8
ENSG00000174951	TCGA-BRCA	UBXN10	0	0	0	0	8
ENSG00000139842	TCGA-BRCA	GPR180	0	0	0	0	8
ENSG00000099250	TCGA-BRCA	ATXN7L1	0	0	0	0	8
ENSG00000095319	TCGA-BRCA	SRSF12	0	0	0	0	8
ENSG00000197641	TCGA-LGG	SSX2B	0	0	0	0	7
ENSG00000120837	TCGA-PRAD	NFAT5	0	0	0	0	7
ENSG00000099834	TCGA-BRCA	DAPK2	0	0	0	0	7
ENSG00000105136	TCGA-BRCA	TRPV5	0	0	0	0	7
ENSG00000173464	TCGA-LGG	MORF4L2	0	0	0	0	7
ENSG00000214022	TCGA-LGG	TRIP10	0	0	0	0	7
ENSG00000230430	TCGA-PRAD	PLXNC1	0	0	0	0	7
ENSG00000274523	TCGA-PRAD	TES	0	0	0	0	7
ENSG00000177076	TCGA-LGG	LEPREL1	0	0	0	0	7
ENSG00000203907	TCGA-LGG	PURB	0	0	0	0	7
ENSG00000108590	TCGA-LGG	EIF2S1	0	0	0	0	7
ENSG00000143106	TCGA-LGG	ADH4	0	0	0	0	7
ENSG00000128708	TCGA-SARC	SPTBN2	0	0	0	0	7
ENSG00000148154	TCGA-SARC	SETD5	0	0	0	0	7
ENSG00000166736	TCGA-LGG	C4orf17	0	0	0	0	7
ENSG00000167769	TCGA-PRAD	NKAIN2	0	0	0	0	7
ENSG00000106003	TCGA-LGG	FNTB	0	0	0	0	7
ENSG00000163738	TCGA-PRAD	EIF3A	0	0	0	0	7
ENSG00000250361	TCGA-LUSC	GYPC	0	0	0	0	7
ENSG00000170128	TCGA-LUSC	BCL2L13	0	0	0	0	7
ENSG00000215595	TCGA-LUSC	DRD5	0	0	0	0	7
ENSG00000197444	TCGA-OV	PRELID1	0	0	0	0	7
ENSG00000167315	TCGA-OV	OR2H2	0	0	0	0	7
ENSG00000170340	TCGA-OV	GPR132	0	0	0	0	7
ENSG00000177728	TCGA-BRCA	NEDD1	0	0	0	0	7
ENSG00000205186	TCGA-OV	PABPC3	0	0	0	0	7
ENSG00000187605	TCGA-OV	RAB5B	0	0	0	0	7
ENSG00000173950	TCGA-OV	USP35	0	0	0	0	7
ENSG00000124459	TCGA-OV	EPS15L1	0	0	0	0	7
ENSG00000085276	TCGA-PRAD	MECOM	1	1	0	0	7
ENSG00000160888	TCGA-PRAD	MYOG	0	0	0	0	7
ENSG00000108878	TCGA-PRAD	UBL7	0	0	0	0	7
ENSG00000196747	TCGA-PRAD	TMEM30A	0	0	0	0	7
ENSG00000197599	TCGA-PRAD	METTL17	0	0	0	0	7
ENSG00000144362	TCGA-OV	CRYGS	0	0	0	0	7
ENSG00000184731	TCGA-OV	CD164L2	0	0	0	0	7
ENSG00000170004	TCGA-OV	KCNH2	0	0	0	0	7
ENSG00000043514	TCGA-OV	NLK	0	0	0	0	7
ENSG00000170579	TCGA-OV	MORF4L1	0	0	0	0	7
ENSG00000205330	TCGA-OV	TIGIT	0	0	0	0	7
ENSG00000204130	TCGA-THYM	FAM114A2	0	0	0	0	7
ENSG00000205022	TCGA-THYM	RPL29	0	0	0	0	7
ENSG00000154114	TCGA-LUSC	UBAP2	0	0	0	0	7
ENSG00000137841	TCGA-LUSC	APOA2	0	0	0	0	7
ENSG00000100124	TCGA-PRAD	ZNF461	0	0	0	0	7
ENSG00000182870	TCGA-LUSC	RELL2	0	0	0	0	7
ENSG00000136100	TCGA-PRAD	OR1A1	0	0	0	0	7
ENSG00000010244	TCGA-PRAD	KLHDC1	0	0	0	0	7
ENSG00000038358	TCGA-PRAD	ZNF572	0	0	0	0	7
ENSG00000172432	TCGA-PRAD	CPM	0	0	0	0	7
ENSG00000171421	TCGA-PRAD	RAB32	0	0	0	0	7
ENSG00000152749	TCGA-PRAD	ICAM5	0	0	0	0	7
ENSG00000153208	TCGA-PRAD	FTH1	0	0	0	0	7
ENSG00000143889	TCGA-PRAD	POLR3F	0	0	0	0	7
ENSG00000198088	TCGA-PRAD	CALM2	0	0	0	0	7
ENSG00000204314	TCGA-PRAD	MS4A6E	0	0	0	0	7
ENSG00000153006	TCGA-PRAD	SENP5	0	0	0	0	7
ENSG00000152601	TCGA-PRAD	YY1AP1	0	0	0	0	7
ENSG00000122481	TCGA-PRAD	TUBA3C	0	0	0	0	7
ENSG00000183401	TCGA-PRAD	ZBTB1	0	0	0	0	7
ENSG00000167165	TCGA-PRAD	ALPI	0	0	0	0	7
ENSG00000213380	TCGA-PRAD	SLC6A2	0	0	0	0	7
ENSG00000206260	TCGA-PRAD	ASAH2	0	0	0	0	7
ENSG00000167822	TCGA-PCPG	STS	0	0	0	0	7
ENSG00000165591	TCGA-LUSC	SMAD9	0	0	0	0	7
ENSG00000241058	TCGA-LUSC	HNF4G	0	0	0	0	7
ENSG00000114021	TCGA-LUSC	ACE	0	0	0	0	7
ENSG00000092010	TCGA-LUSC	MICU2	0	0	0	0	7
ENSG00000128655	TCGA-LUSC	TMEM199	0	0	0	0	7
ENSG00000139329	TCGA-BRCA	BNIP3L	0	0	0	0	7
ENSG00000188986	TCGA-ACC	PRL	0	0	0	0	7
ENSG00000169683	TCGA-BRCA	COL23A1	0	0	0	0	7
ENSG00000156642	TCGA-BRCA	GRIK5	0	0	0	0	7
ENSG00000127074	TCGA-BRCA	ANG	0	0	0	0	7
ENSG00000143382	TCGA-BRCA	TTC31	0	0	0	0	7
ENSG00000197826	TCGA-BRCA	UBE2G2	0	0	0	0	7
ENSG00000124370	TCGA-BRCA	EPX	0	0	0	0	7
ENSG00000100526	TCGA-BRCA	ITGB5	0	0	0	0	7
ENSG00000166266	TCGA-BRCA	MCM4	0	0	0	0	7
ENSG00000119801	TCGA-BRCA	PDCD5	0	0	0	0	7
ENSG00000087589	TCGA-BRCA	RFX3	0	0	0	0	7
ENSG00000196539	TCGA-BRCA	FUT3	0	0	0	0	7
ENSG00000126458	TCGA-BRCA	CD3EAP	0	0	0	0	7
ENSG00000180938	TCGA-BRCA	PPP1R12C	0	0	0	0	7
ENSG00000174982	TCGA-BRCA	TAAR8	0	0	0	0	7
ENSG00000161091	TCGA-BRCA	PROKR1	0	0	0	0	7
ENSG00000049883	TCGA-BRCA	CLK1	0	0	0	0	7
ENSG00000107593	TCGA-BRCA	TRMT10C	0	0	0	0	7
ENSG00000071909	TCGA-BRCA	DNAJC1	0	0	0	0	7
ENSG00000177868	TCGA-BRCA	RASD2	0	0	0	0	7
ENSG00000117245	TCGA-BRCA	TUBGCP6	0	0	0	0	7
ENSG00000120093	TCGA-BRCA	ANKRD9	0	0	0	0	7
ENSG00000101266	TCGA-BRCA	ZMIZ2	0	0	0	0	7
ENSG00000138593	TCGA-BRCA	AARS2	0	0	0	0	7
ENSG00000148935	TCGA-BRCA	LLGL1	0	0	0	0	7
ENSG00000176945	TCGA-BRCA	THOC7	0	0	0	0	7
ENSG00000156171	TCGA-BRCA	PLP1	0	0	0	0	7
ENSG00000187775	TCGA-BRCA	RAB3A	0	0	0	0	7
ENSG00000213533	TCGA-BRCA	NEK3	0	0	0	0	7
ENSG00000168538	TCGA-BRCA	ALG10	0	0	0	0	7
ENSG00000083857	TCGA-HNSC	FAT1	1	1	0	0	7
ENSG00000165795	TCGA-MESO	LCE2B	0	0	0	0	7
ENSG00000166961	TCGA-MESO	TOR3A	0	0	0	0	7
ENSG00000141510	TCGA-MESO	TP53	1	1	0	1	7
ENSG00000121879	TCGA-MESO	PIK3CA	1	1	0	1	7
ENSG00000231051	TCGA-THYM	FMNL1	0	0	0	0	7
ENSG00000036257	TCGA-HNSC	CUL3	1	1	0	0	7
ENSG00000256683	TCGA-HNSC	SLC25A4	0	0	0	0	7
ENSG00000176273	TCGA-HNSC	HECTD3	0	0	0	0	7
ENSG00000174791	TCGA-HNSC	SSR3	0	0	0	0	7
ENSG00000146250	TCGA-HNSC	RND2	0	0	0	0	7
ENSG00000068305	TCGA-HNSC	SPON2	0	0	0	0	7
ENSG00000170454	TCGA-SARC	BUB3	0	0	0	0	7
ENSG00000124155	TCGA-BRCA	KIAA0196	0	0	0	0	7
ENSG00000204659	TCGA-SARC	SLC30A1	0	0	0	0	7
ENSG00000170790	TCGA-KIRP	KLHL5	0	0	0	0	7
ENSG00000101846	TCGA-KIRP	RPSA	0	0	0	0	7
ENSG00000091527	TCGA-LGG	ZSCAN30	0	0	0	0	7
ENSG00000181004	TCGA-LGG	ADSS	0	0	0	0	7
ENSG00000186367	TCGA-SARC	LAT	0	0	0	0	7
ENSG00000146385	TCGA-SARC	FBLN7	0	0	0	0	7
ENSG00000169062	TCGA-SARC	CTDSPL	0	0	0	0	7
ENSG00000160218	TCGA-BRCA	TDGF1	0	0	0	0	7
ENSG00000006788	TCGA-BRCA	TRAPPC9	0	0	0	0	7
ENSG00000269433	TCGA-BRCA	PLAT	0	0	0	0	7
ENSG00000167770	TCGA-BRCA	SAFB2	0	0	0	0	7
ENSG00000134748	TCGA-BRCA	CAP1	0	0	0	0	7
ENSG00000148300	TCGA-BRCA	CCDC129	0	0	0	0	7
ENSG00000196378	TCGA-LUSC	MTBP	0	0	0	0	7
ENSG00000150477	TCGA-OV	OR5K2	0	0	0	0	7
ENSG00000125037	TCGA-OV	IDNK	0	0	0	0	7
ENSG00000186001	TCGA-OV	VIPAS39	0	0	0	0	7
ENSG00000172987	TCGA-OV	STARD10	0	0	0	0	7
ENSG00000154640	TCGA-OV	NFYC	0	0	0	0	7
ENSG00000107554	TCGA-OV	MRPL44	0	0	0	0	7
ENSG00000115233	TCGA-OV	MMP19	0	0	0	0	7
ENSG00000067715	TCGA-OV	MT-ND2	0	0	0	0	7
ENSG00000148702	TCGA-OV	PTPN12	0	0	0	0	7
ENSG00000076344	TCGA-OV	KCNJ6	0	0	0	0	7
ENSG00000185298	TCGA-OV	RND2	0	0	0	0	7
ENSG00000002587	TCGA-LUSC	RASL11B	0	0	0	0	7
ENSG00000149927	TCGA-OV	GPBP1	0	0	0	0	7
ENSG00000162086	TCGA-LUSC	STXBP2	0	0	0	0	7
ENSG00000143514	TCGA-LUSC	COX8A	0	0	0	0	7
ENSG00000137473	TCGA-LUSC	SNRPG	0	0	0	0	7
ENSG00000205279	TCGA-LUSC	REEP6	0	0	0	0	7
ENSG00000186104	TCGA-LUSC	SLC35G5	0	0	0	0	7
ENSG00000203780	TCGA-LUSC	USP41	0	0	0	0	7
ENSG00000109927	TCGA-LUSC	PPIG	0	0	0	0	7
ENSG00000023697	TCGA-BRCA	TKTL1	0	0	0	0	7
ENSG00000154277	TCGA-BRCA	LXN	0	0	0	0	7
ENSG00000078579	TCGA-BRCA	SECISBP2L	0	0	0	0	7
ENSG00000243073	TCGA-BRCA	ERP44	0	0	0	0	7
ENSG00000065675	TCGA-OV	ZNF584	0	0	0	0	7
ENSG00000166670	TCGA-OV	SLC10A2	0	0	0	0	7
ENSG00000068912	TCGA-BRCA	UNC45A	0	0	0	0	7
ENSG00000101000	TCGA-BRCA	NDUFV3	0	0	0	0	7
ENSG00000149548	TCGA-BRCA	MAFF	0	0	0	0	7
ENSG00000124406	TCGA-BRCA	USP17L13	0	0	0	0	7
ENSG00000148985	TCGA-BRCA	EXOC3	0	0	0	0	7
ENSG00000147570	TCGA-BRCA	ZNF554	0	0	0	0	7
ENSG00000113272	TCGA-BRCA	PIRT	0	0	0	0	7
ENSG00000182544	TCGA-ACC	OR5D14	0	0	0	0	7
ENSG00000107223	TCGA-ACC	GYG1	0	0	0	0	7
ENSG00000081870	TCGA-ACC	ADAM11	0	0	0	0	7
ENSG00000138642	TCGA-LGG	ABHD16A	0	0	0	0	7
ENSG00000082196	TCGA-ACC	SLC1A3	0	0	0	0	7
ENSG00000146576	TCGA-BRCA	PDZD3	0	0	0	0	7
ENSG00000260272	TCGA-ACC	CHPF2	0	0	0	0	7
ENSG00000131143	TCGA-THCA	PITX3	0	0	0	0	7
ENSG00000214787	TCGA-ACC	HLA-DOA	0	0	0	0	7
ENSG00000057663	TCGA-ACC	SORD	0	0	0	0	7
ENSG00000169918	TCGA-ACC	PPP4C	0	0	0	0	7
ENSG00000004059	TCGA-ACC	DNAJC28	0	0	0	0	7
ENSG00000165269	TCGA-ACC	ACTL9	0	0	0	0	7
ENSG00000141200	TCGA-ACC	PRKACB	0	0	0	0	7
ENSG00000150787	TCGA-ACC	H3C2	0	0	0	0	7
ENSG00000140265	TCGA-ACC	CPSF4L	0	0	0	0	7
ENSG00000164303	TCGA-ACC	GPN2	0	0	0	0	7
ENSG00000146192	TCGA-THCA	PACSIN1	0	0	0	0	7
ENSG00000187714	TCGA-THCA	DNASE1	0	0	0	0	7
ENSG00000197756	TCGA-THYM	BCAM	0	0	0	0	7
ENSG00000197776	TCGA-OV	AKAP7	0	0	0	0	7
ENSG00000185561	TCGA-THYM	MFSD5	0	0	0	0	7
ENSG00000177096	TCGA-LUAD	SLC14A2	0	0	0	0	7
ENSG00000262246	TCGA-LUAD	FAM171B	0	0	0	0	7
ENSG00000133773	TCGA-LUAD	NAT8	0	0	0	0	7
ENSG00000172232	TCGA-LUAD	TIPRL	0	0	0	0	7
ENSG00000048540	TCGA-LUAD	BTN3A1	0	0	0	0	7
ENSG00000224389	TCGA-LUAD	FAM159B	0	0	0	0	7
ENSG00000134817	TCGA-LUAD	MMGT1	0	0	0	0	7
ENSG00000258659	TCGA-LUAD	SCGB2A1	0	0	0	0	7
ENSG00000124102	TCGA-LUAD	SEC24D	0	0	0	0	7
ENSG00000158874	TCGA-CHOL	RP11-178C3.1	0	0	0	0	7
ENSG00000154162	TCGA-CHOL	NOS2	0	0	0	0	7
ENSG00000142484	TCGA-CHOL	EIF5	0	0	0	0	7
ENSG00000169704	TCGA-CHOL	VIPAS39	0	0	0	0	7
ENSG00000151445	TCGA-CHOL	DENND1B	0	0	0	0	7
ENSG00000173113	TCGA-CHOL	RPA4	0	0	0	0	7
ENSG00000140057	TCGA-LUAD	LMO3	0	0	0	0	7
ENSG00000273841	TCGA-LUAD	DPM3	0	0	0	0	7
ENSG00000204252	TCGA-LUAD	NR2F1	0	0	0	0	7
ENSG00000106336	TCGA-LUAD	CLPB	0	0	0	0	7
ENSG00000105983	TCGA-UCS	RHOB	0	0	0	0	7
ENSG00000125510	TCGA-LUAD	PDLIM3	0	0	0	0	7
ENSG00000143970	TCGA-BLCA	ASXL2	1	1	0	0	7
ENSG00000163655	TCGA-LIHC	GMPS	1	0	0	0	7
ENSG00000147316	TCGA-BLCA	MGEA5	0	0	0	0	7
ENSG00000067057	TCGA-LIHC	CDX1	0	0	0	0	7
ENSG00000136003	TCGA-LIHC	SPRR2A	0	0	0	0	7
ENSG00000116731	TCGA-LIHC	PRDM2	1	1	0	0	7
ENSG00000186575	TCGA-LIHC	NF2	1	1	0	0	7
ENSG00000189079	TCGA-LIHC	ARID2	1	1	0	0	7
ENSG00000114354	TCGA-LIHC	TFG	1	0	0	0	7
ENSG00000196159	TCGA-LIHC	FAT4	1	1	0	0	7
ENSG00000168646	TCGA-LIHC	AXIN2	1	0	0	0	7
ENSG00000134982	TCGA-LIHC	APC	1	1	0	1	7
ENSG00000166444	TCGA-LIHC	KRT17	0	0	0	0	7
ENSG00000215545	TCGA-LIHC	CD320	0	0	0	0	7
ENSG00000121989	TCGA-LIHC	ACVR2A	1	1	0	0	7
ENSG00000157020	TCGA-LIHC	DHX32	0	0	0	0	7
ENSG00000163930	TCGA-LIHC	BAP1	1	1	0	1	7
ENSG00000169375	TCGA-LIHC	TGDS	0	0	0	0	7
ENSG00000181555	TCGA-LIHC	SETD2	1	1	0	0	7
ENSG00000085265	TCGA-BLCA	QTRTD1	0	0	0	0	7
ENSG00000104537	TCGA-BLCA	NYAP2	0	0	0	0	7
ENSG00000134121	TCGA-BLCA	PUS3	0	0	0	0	7
ENSG00000026297	TCGA-UCS	RASSF7	0	0	0	0	7
ENSG00000180347	TCGA-UCS	BEX5	0	0	0	0	7
ENSG00000164638	TCGA-UCS	TRIM36	0	0	0	0	7
ENSG00000130227	TCGA-UCS	THSD7A	0	0	0	0	7
ENSG00000001630	TCGA-LUAD	RPS6KA5	0	0	0	0	7
ENSG00000001617	TCGA-LUAD	CHRD	0	0	0	0	7
ENSG00000157625	TCGA-LUAD	MRPL32	0	0	0	0	7
ENSG00000137090	TCGA-LUAD	7-Sep	0	0	0	0	7
ENSG00000213903	TCGA-LUAD	XXYLT1	0	0	0	0	7
ENSG00000196712	TCGA-GBM	NF1	1	1	0	1	7
ENSG00000157764	TCGA-GBM	BRAF	1	1	0	1	7
ENSG00000103126	TCGA-GBM	AXIN1	1	1	0	0	7
ENSG00000196159	TCGA-MESO	FAT4	1	1	0	0	7
ENSG00000181555	TCGA-MESO	SETD2	1	1	0	0	7
ENSG00000204599	TCGA-MESO	CDC23	0	0	0	0	7
ENSG00000121350	TCGA-MESO	2-Sep	0	0	0	0	7
ENSG00000152253	TCGA-MESO	RLIM	0	0	0	0	7
ENSG00000079462	TCGA-LUAD	FUT11	0	0	0	0	7
ENSG00000205846	TCGA-LUAD	SPPL2B	0	0	0	0	7
ENSG00000149573	TCGA-LUAD	RANGRF	0	0	0	0	7
ENSG00000198077	TCGA-LUAD	ATOX1	0	0	0	0	7
ENSG00000117262	TCGA-LUAD	BTN3A2	0	0	0	0	7
ENSG00000123154	TCGA-LUAD	CHD7	0	0	0	0	7
ENSG00000134539	TCGA-THYM	ABCB6	0	0	0	0	7
ENSG00000147905	TCGA-LUAD	LSM12	0	0	0	0	7
ENSG00000134809	TCGA-UVM	NUDC	0	0	0	0	7
ENSG00000165512	TCGA-KICH	MYL4	0	0	0	0	7
ENSG00000154175	TCGA-COAD	FIGF	0	0	0	0	7
ENSG00000188659	TCGA-KICH	SLC2A8	0	0	0	0	7
ENSG00000174099	TCGA-KICH	SMN2	0	0	0	0	7
ENSG00000213218	TCGA-KICH	EEF2	0	0	0	0	7
ENSG00000204186	TCGA-KICH	RD3	0	0	0	0	7
ENSG00000159556	TCGA-KICH	TAS1R2	0	0	0	0	7
ENSG00000135220	TCGA-KICH	HSF2	0	0	0	0	7
ENSG00000116151	TCGA-KICH	SULT1E1	0	0	0	0	7
ENSG00000109919	TCGA-KICH	MRPS2	0	0	0	0	7
ENSG00000170522	TCGA-UVM	GIT1	0	0	0	0	7
ENSG00000182492	TCGA-KICH	AUP1	0	0	0	0	7
ENSG00000141933	TCGA-LUAD	CKM	0	0	0	0	7
ENSG00000198598	TCGA-LUAD	LDLRAP1	0	0	0	0	7
ENSG00000047634	TCGA-LUAD	PAGR1	0	0	0	0	7
ENSG00000169906	TCGA-LUAD	SEZ6L	0	0	0	0	7
ENSG00000157985	TCGA-LUAD	RTEL1	0	0	0	0	7
ENSG00000198336	TCGA-UVM	RPL23	0	0	0	0	7
ENSG00000166167	TCGA-UVM	FGD6	0	0	0	0	7
ENSG00000197591	TCGA-LIHC	CARKD	0	0	0	0	7
ENSG00000168036	TCGA-LIHC	CTNNB1	1	1	0	1	7
ENSG00000056291	TCGA-LUAD	GOLGA6L6	0	0	0	0	7
ENSG00000263620	TCGA-READ	ACYP1	0	0	0	0	7
ENSG00000241468	TCGA-KIRC	RPL34	0	0	0	0	7
ENSG00000139180	TCGA-DLBC	RPS15A	0	0	0	0	7
ENSG00000203811	TCGA-DLBC	ACTR1B	0	0	0	0	7
ENSG00000273749	TCGA-DLBC	GDF5	0	0	0	0	7
ENSG00000138495	TCGA-STAD	TMEM177	0	0	0	0	7
ENSG00000173610	TCGA-STAD	STS	0	0	0	0	7
ENSG00000149201	TCGA-STAD	UPF3A	0	0	0	0	7
ENSG00000241360	TCGA-STAD	ARPC5	0	0	0	0	7
ENSG00000183814	TCGA-STAD	CYTL1	0	0	0	0	7
ENSG00000151704	TCGA-STAD	RFX2	0	0	0	0	7
ENSG00000237521	TCGA-STAD	HTR3D	0	0	0	0	7
ENSG00000198856	TCGA-STAD	HAT1	0	0	0	0	7
ENSG00000204428	TCGA-STAD	ERICH1	0	0	0	0	7
ENSG00000135973	TCGA-STAD	RGSL1	0	0	0	0	7
ENSG00000172399	TCGA-STAD	KLHL28	0	0	0	0	7
ENSG00000156127	TCGA-STAD	DUSP13	0	0	0	0	7
ENSG00000174697	TCGA-STAD	CTSA	0	0	0	0	7
ENSG00000129219	TCGA-STAD	MMP1	0	0	0	0	7
ENSG00000110448	TCGA-STAD	NCS1	0	0	0	0	7
ENSG00000115760	TCGA-READ	BIRC6	1	1	0	0	7
ENSG00000214078	TCGA-READ	P2RX6	0	0	0	0	7
ENSG00000146802	TCGA-LAML	CNTN3	0	0	0	0	7
ENSG00000127616	TCGA-READ	SMARCA4	1	1	0	1	7
ENSG00000139687	TCGA-CESC	RB1	1	1	0	1	7
ENSG00000177084	TCGA-CESC	POLE	1	1	0	0	7
ENSG00000143013	TCGA-CESC	SLC28A3	0	0	0	0	7
ENSG00000184678	TCGA-CESC	VGLL2	0	0	0	0	7
ENSG00000204472	TCGA-CESC	COX4I2	0	0	0	0	7
ENSG00000157557	TCGA-CESC	NOMO3	0	0	0	0	7
ENSG00000108666	TCGA-CESC	PUS10	0	0	0	0	7
ENSG00000278195	TCGA-CESC	OGN	0	0	0	0	7
ENSG00000165583	TCGA-CESC	TSPAN11	0	0	0	0	7
ENSG00000112232	TCGA-CESC	ADRBK1	0	0	0	0	7
ENSG00000186174	TCGA-READ	BCL9L	1	0	0	0	7
ENSG00000157764	TCGA-READ	BRAF	1	1	0	1	7
ENSG00000095015	TCGA-READ	MAP3K1	1	1	0	0	7
ENSG00000198286	TCGA-READ	CARD11	1	1	0	0	7
ENSG00000002549	TCGA-READ	CRYZ	0	0	0	0	7
ENSG00000174607	TCGA-READ	MS4A14	0	0	0	0	7
ENSG00000135486	TCGA-READ	DUSP15	0	0	0	0	7
ENSG00000134982	TCGA-READ	APC	1	1	0	1	7
ENSG00000198793	TCGA-READ	MTOR	1	1	0	0	7
ENSG00000139624	TCGA-STAD	NRDE2	0	0	0	0	7
ENSG00000166278	TCGA-STAD	ARPC2	0	0	0	0	7
ENSG00000188386	TCGA-STAD	MRPS2	0	0	0	0	7
ENSG00000083817	TCGA-STAD	KLHL42	0	0	0	0	7
ENSG00000113387	TCGA-UCEC	HCAR3	0	0	0	0	7
ENSG00000183648	TCGA-TGCT	LHFPL4	0	0	0	0	7
ENSG00000188089	TCGA-TGCT	CHORDC1	0	0	0	0	7
ENSG00000154080	TCGA-TGCT	MAGEA4	0	0	0	0	7
ENSG00000101282	TCGA-TGCT	KDM2A	0	0	0	0	7
ENSG00000100121	TCGA-TGCT	EBF4	0	0	0	0	7
ENSG00000179772	TCGA-TGCT	KRT33A	0	0	0	0	7
ENSG00000110497	TCGA-DLBC	SLC10A3	0	0	0	0	7
ENSG00000177453	TCGA-DLBC	SCGB1D1	0	0	0	0	7
ENSG00000196935	TCGA-DLBC	LHPP	0	0	0	0	7
ENSG00000158764	TCGA-DLBC	AL034548.1	0	0	0	0	7
ENSG00000134574	TCGA-LAML	DDB2	1	0	0	0	7
ENSG00000124334	TCGA-LAML	SOX1	0	0	0	0	7
ENSG00000185467	TCGA-LAML	SIRT3	0	0	0	0	7
ENSG00000170516	TCGA-LAML	DGUOK	0	0	0	0	7
ENSG00000196734	TCGA-LAML	HLA-DMA	0	0	0	0	7
ENSG00000063244	TCGA-LAML	U2AF2	1	0	0	0	7
ENSG00000175164	TCGA-LAML	FAM208A	0	0	0	0	7
ENSG00000133392	TCGA-LAML	MYH11	1	1	0	0	7
ENSG00000047230	TCGA-UCEC	CT47A1	0	0	0	0	7
ENSG00000170605	TCGA-UCEC	NFKBIB	0	0	0	0	7
ENSG00000183484	TCGA-UCEC	FERMT3	0	0	0	0	7
ENSG00000130037	TCGA-TGCT	CAB39L	0	0	0	0	7
ENSG00000254505	TCGA-STAD	XRCC4	0	0	0	0	7
ENSG00000157823	TCGA-STAD	RABL2B	0	0	0	0	7
ENSG00000163157	TCGA-STAD	BCL2L10	0	0	0	0	7
ENSG00000137337	TCGA-STAD	ISL2	0	0	0	0	7
ENSG00000204918	TCGA-STAD	VAMP3	0	0	0	0	7
ENSG00000232399	TCGA-STAD	CD14	0	0	0	0	7
